Property_ID,City,State,Price,Size_in_Sqft,Owner_Verified,Legal_Issues,Fraud_Type,Property_Status,Listing_Age_Days,Transaction_Type,Seller_Type,Previous_Ownerships,Building_Age,Amenities_Available,Government_Approval_Status,Disputed_Ownership_Claims,Property_Tax_Paid_Status,Mortgage_Status,Listed_vs_Market_Price_Difference(%),Number_of_Complaints_Filed,Agent_Rating,Fraud_Probability_Score
PROP73693,Kolkata,Maharashtra,74397211,8731,No,Yes,Title Fraud,Verified,1774,Loan,Individual,2,68,Yes,Pending,Yes,Pending,No Loan,-9.008973136548905,7,1.4,0.13
PROP73694,Mumbai,West Bengal,5501727,1907,No,No,Illegal Construction,For Sale,642,Loan,Individual,1,12,Yes,Pending,No,Paid,No Loan,2.9629481109357627,3,4.1,0.36
PROP73695,Ahmedabad,Gujarat,3103622,8866,No,Yes,Overpricing,For Sale,3133,Installments,Individual,5,35,No,Approved,No,Not Paid,Loan Cleared,49.63857475402358,7,1.7,0.73
PROP73696,Pune,West Bengal,51273250,2085,Yes,Yes,Title Fraud,For Sale,909,Loan,Real Estate Agency,1,73,No,Rejected,No,Paid,No Loan,49.93136976644209,6,4.9,0.56
PROP73697,Hyderabad,Gujarat,96537441,2817,Yes,No,Fake Documents,For Sale,2824,Cash,Individual,5,32,No,Approved,No,Not Paid,Mortgaged,-17.59357119227617,8,1.4,0.77
PROP73698,Delhi,Gujarat,4182575,6499,No,No,Overpricing,For Sale,3021,Cash,Broker,1,22,Yes,Rejected,Yes,Paid,No Loan,31.850452566718417,10,1.5,0.74
PROP73699,Bangalore,Telangana,92638191,7851,Yes,Yes,Title Fraud,Under Dispute,3576,Cash,Real Estate Agency,1,33,No,Rejected,No,Not Paid,Mortgaged,3.816546862896697,5,1.1,0.95
PROP73700,Chennai,Maharashtra,35136706,7632,No,Yes,Legitimate,Under Dispute,1563,Cash,Broker,2,12,No,Rejected,No,Pending,Mortgaged,39.05620287947195,3,2.3,0.03
PROP73701,Mumbai,Maharashtra,37805993,8106,No,Yes,Duplicate Listing,Verified,2729,Installments,Individual,2,44,No,Rejected,Yes,Pending,Loan Cleared,11.79314234982257,0,4.0,0.76
PROP73702,Delhi,Telangana,57807984,7726,No,No,Duplicate Listing,Verified,226,Cash,Broker,3,0,Yes,Pending,Yes,Paid,No Loan,-13.738213151811589,4,2.1,0.21
PROP73703,Bangalore,Tamil Nadu,50438268,2433,No,Yes,Duplicate Listing,Verified,3006,Loan,Real Estate Agency,3,4,Yes,Rejected,No,Not Paid,Mortgaged,43.41175829799093,4,1.7,0.49
PROP73704,Kolkata,Maharashtra,62947448,8150,No,Yes,Legitimate,Verified,472,Installments,Individual,4,91,Yes,Rejected,Yes,Pending,Mortgaged,-7.070141659481271,5,4.3,0.21
PROP73705,Delhi,Maharashtra,75096113,2421,No,No,Fake Documents,Sold,1796,Cash,Broker,2,97,No,Pending,Yes,Pending,No Loan,-6.8368503536838325,4,2.4,0.19
PROP73706,Pune,Gujarat,83245225,3576,Yes,Yes,Fake Documents,For Sale,3190,Installments,Broker,3,84,Yes,Pending,Yes,Not Paid,Loan Cleared,45.08369126446698,5,4.6,0.63
PROP73707,Hyderabad,Maharashtra,15354007,2244,Yes,No,Overpricing,Sold,3426,Loan,Individual,0,92,No,Rejected,Yes,Pending,Mortgaged,47.29443247001517,9,4.2,0.7
PROP73708,Mumbai,Maharashtra,91235146,6428,No,No,Duplicate Listing,For Rent,3595,Loan,Real Estate Agency,3,49,Yes,Approved,Yes,Not Paid,No Loan,11.955663001751393,10,1.3,0.39
PROP73709,Pune,West Bengal,8049572,7399,No,No,Legitimate,Sold,1911,Cash,Individual,3,40,Yes,Rejected,No,Not Paid,Mortgaged,32.90706392192767,7,3.4,0.76
PROP73710,Pune,Delhi,85466566,9746,No,No,Legitimate,Under Dispute,2285,Cash,Real Estate Agency,0,62,No,Approved,Yes,Paid,Mortgaged,25.04377001993558,1,4.1,0.9
PROP73711,Ahmedabad,Gujarat,77125554,5327,No,No,Overpricing,Verified,2432,Cash,Individual,4,19,Yes,Approved,No,Pending,No Loan,39.273591905872074,2,4.7,0.25
PROP73712,Hyderabad,Maharashtra,35276162,1947,Yes,No,Illegal Construction,Sold,2286,Loan,Real Estate Agency,1,69,Yes,Rejected,Yes,Not Paid,No Loan,37.2170741618628,1,2.8,0.8
PROP73713,Mumbai,Maharashtra,64039045,668,Yes,No,Illegal Construction,Verified,2579,Installments,Real Estate Agency,4,12,No,Rejected,No,Pending,Loan Cleared,33.11276673720661,6,3.1,0.48
PROP73714,Kolkata,Gujarat,69281784,3920,Yes,No,Duplicate Listing,Under Dispute,3080,Cash,Real Estate Agency,4,84,Yes,Rejected,No,Not Paid,No Loan,46.63903553968356,3,4.2,0.42
PROP73715,Bangalore,West Bengal,64294585,3811,No,Yes,Legitimate,Verified,942,Cash,Real Estate Agency,1,29,Yes,Pending,Yes,Pending,No Loan,22.089502647652296,10,1.3,0.03
PROP73716,Ahmedabad,West Bengal,59334168,5065,No,Yes,Legitimate,Sold,2512,Installments,Individual,4,38,No,Rejected,No,Pending,No Loan,-15.355089694432097,10,5.0,0.45
PROP73717,Mumbai,West Bengal,66183242,3972,Yes,No,Overpricing,For Sale,898,Loan,Real Estate Agency,0,65,Yes,Pending,No,Not Paid,Loan Cleared,36.392119326943494,1,4.6,0.93
PROP73718,Hyderabad,Tamil Nadu,60092173,8058,No,Yes,Overpricing,For Sale,1996,Cash,Individual,5,23,Yes,Approved,No,Pending,No Loan,42.636555286298275,5,4.3,0.58
PROP73719,Bangalore,Maharashtra,1480407,4914,Yes,Yes,Illegal Construction,Verified,432,Installments,Broker,5,51,No,Rejected,No,Paid,Loan Cleared,-5.4868966743307475,7,1.6,0.34
PROP73720,Bangalore,Maharashtra,93479535,1568,Yes,Yes,Title Fraud,For Sale,1045,Loan,Real Estate Agency,4,7,Yes,Pending,No,Pending,Loan Cleared,23.9361561963171,7,1.5,0.23
PROP73721,Pune,Telangana,90340991,4678,No,Yes,Overpricing,Under Dispute,2726,Loan,Individual,0,70,No,Rejected,No,Pending,Loan Cleared,-7.587720057470147,5,1.1,0.05
PROP73722,Kolkata,West Bengal,41767503,5671,Yes,Yes,Fake Documents,Verified,8,Loan,Broker,1,99,Yes,Rejected,No,Not Paid,Loan Cleared,42.674686553084385,7,2.7,0.1
PROP73723,Hyderabad,West Bengal,17291665,6286,Yes,No,Illegal Construction,Sold,2735,Loan,Broker,0,40,Yes,Rejected,No,Paid,Loan Cleared,-12.845532586456034,10,4.7,0.08
PROP73724,Hyderabad,Maharashtra,96021708,7017,No,No,Overpricing,For Sale,2565,Cash,Individual,3,95,Yes,Approved,Yes,Not Paid,Loan Cleared,47.94030789111079,7,3.1,0.55
PROP73725,Pune,Delhi,38890261,864,No,Yes,Legitimate,Under Dispute,638,Loan,Broker,1,63,No,Pending,No,Paid,Loan Cleared,21.415621075636636,4,2.9,0.15
PROP73726,Mumbai,Gujarat,72690025,4183,Yes,No,Legitimate,Sold,1759,Cash,Real Estate Agency,0,40,Yes,Approved,Yes,Not Paid,Loan Cleared,20.666520382288034,0,1.7,0.89
PROP73727,Pune,Maharashtra,69220027,1223,Yes,No,Overpricing,Under Dispute,1863,Installments,Real Estate Agency,0,56,Yes,Approved,Yes,Paid,Loan Cleared,20.18865518950667,3,1.9,0.1
PROP73728,Kolkata,Maharashtra,37191751,7602,Yes,Yes,Title Fraud,Sold,1168,Installments,Individual,4,44,No,Rejected,Yes,Not Paid,Loan Cleared,27.304686853336676,10,5.0,0.01
PROP73729,Pune,West Bengal,85750400,3437,Yes,No,Fake Documents,For Rent,1388,Cash,Individual,5,29,No,Pending,Yes,Pending,Loan Cleared,40.39777303947151,4,4.2,0.69
PROP73730,Ahmedabad,West Bengal,63516088,3979,Yes,No,Legitimate,Under Dispute,2546,Cash,Individual,4,0,Yes,Approved,No,Pending,No Loan,16.88136125592137,10,3.1,0.81
PROP73731,Chennai,Karnataka,30954832,6219,Yes,Yes,Illegal Construction,Verified,562,Loan,Real Estate Agency,5,4,Yes,Pending,Yes,Paid,Loan Cleared,2.4106306455959157,9,2.3,0.83
PROP73732,Delhi,Gujarat,10599023,3511,Yes,No,Legitimate,Under Dispute,770,Loan,Broker,4,77,No,Approved,Yes,Pending,Loan Cleared,33.362049188774314,4,4.8,0.71
PROP73733,Chennai,Telangana,63182109,1908,No,Yes,Illegal Construction,Under Dispute,292,Installments,Individual,3,95,Yes,Pending,No,Not Paid,Mortgaged,-9.836070199716783,6,4.4,0.93
PROP73734,Ahmedabad,Tamil Nadu,67743467,3048,No,No,Duplicate Listing,Verified,3072,Installments,Real Estate Agency,0,46,No,Pending,No,Pending,Loan Cleared,-6.507495745761446,4,2.8,0.56
PROP73735,Bangalore,Tamil Nadu,35985635,841,No,Yes,Legitimate,For Rent,1346,Loan,Broker,0,39,No,Rejected,No,Paid,Loan Cleared,0.46075528213305716,2,4.1,0.12
PROP73736,Chennai,Maharashtra,75963907,6458,No,No,Duplicate Listing,For Rent,348,Installments,Broker,5,100,Yes,Rejected,Yes,Paid,Loan Cleared,12.630041771768425,5,1.5,0.71
PROP73737,Bangalore,Karnataka,37856389,9850,Yes,Yes,Overpricing,For Sale,1866,Installments,Broker,1,86,Yes,Approved,Yes,Not Paid,Loan Cleared,-10.576985716576582,4,4.4,0.97
PROP73738,Delhi,West Bengal,35917731,8208,No,Yes,Duplicate Listing,Sold,586,Installments,Real Estate Agency,0,67,Yes,Rejected,Yes,Pending,Mortgaged,32.653327960216544,3,3.1,0.92
PROP73739,Mumbai,Tamil Nadu,96580434,6029,No,Yes,Overpricing,For Sale,2024,Installments,Individual,3,81,No,Pending,No,Not Paid,No Loan,32.124519072955,7,4.3,0.48
PROP73740,Pune,Gujarat,72850176,1241,No,Yes,Overpricing,Sold,2523,Cash,Broker,0,59,No,Approved,Yes,Pending,Mortgaged,29.64104135784578,3,1.4,0.88
PROP73741,Bangalore,Maharashtra,82367365,3420,Yes,Yes,Legitimate,Verified,2838,Installments,Real Estate Agency,3,6,Yes,Approved,Yes,Pending,No Loan,21.59602646944296,2,4.7,0.94
PROP73742,Mumbai,Telangana,5473732,5180,No,Yes,Legitimate,Verified,1289,Installments,Individual,0,54,Yes,Approved,No,Paid,Loan Cleared,-13.681501396638303,9,4.1,0.54
PROP73743,Hyderabad,West Bengal,31379723,4204,Yes,No,Fake Documents,Under Dispute,3300,Loan,Broker,0,60,No,Pending,No,Paid,No Loan,42.1884464909437,9,3.4,0.3
PROP73744,Delhi,Delhi,48142030,6861,Yes,No,Duplicate Listing,For Rent,2849,Installments,Broker,5,65,Yes,Approved,No,Paid,No Loan,31.75468304858955,2,3.9,0.12
PROP73745,Hyderabad,Gujarat,32113071,7683,No,No,Legitimate,Sold,2259,Cash,Real Estate Agency,4,62,No,Approved,Yes,Not Paid,Mortgaged,8.704557152893361,7,4.5,0.15
PROP73746,Mumbai,Karnataka,54415947,8542,No,No,Fake Documents,For Sale,337,Loan,Broker,0,25,No,Pending,No,Paid,Loan Cleared,18.719545309972766,0,4.7,0.41
PROP73747,Kolkata,Telangana,98627948,9996,No,Yes,Illegal Construction,For Sale,2499,Installments,Individual,1,93,No,Rejected,No,Not Paid,Mortgaged,-0.3274852234684218,4,3.9,0.3
PROP73748,Pune,West Bengal,75693385,4516,Yes,Yes,Fake Documents,Sold,422,Installments,Broker,3,12,Yes,Pending,Yes,Not Paid,Mortgaged,6.644103978721699,7,3.5,0.3
PROP73749,Delhi,Maharashtra,35832105,5199,Yes,Yes,Duplicate Listing,For Rent,3595,Loan,Individual,3,24,Yes,Pending,No,Pending,Loan Cleared,43.2108307702635,10,2.6,0.52
PROP73750,Ahmedabad,Karnataka,80890648,7720,No,No,Duplicate Listing,For Rent,3140,Cash,Individual,4,11,Yes,Approved,Yes,Paid,Mortgaged,10.75590799675335,7,1.1,0.28
PROP73751,Pune,Karnataka,66722332,9790,Yes,Yes,Title Fraud,Under Dispute,428,Loan,Individual,5,16,No,Rejected,Yes,Paid,Mortgaged,36.80206414801457,10,3.2,0.26
PROP73752,Kolkata,Telangana,93415907,852,Yes,No,Duplicate Listing,For Sale,1932,Cash,Broker,4,2,Yes,Rejected,No,Pending,Loan Cleared,4.860656145314657,8,4.1,0.01
PROP73753,Pune,Delhi,74636388,6342,Yes,Yes,Fake Documents,Verified,544,Loan,Real Estate Agency,5,61,No,Pending,No,Pending,Mortgaged,46.01005719003821,7,2.9,0.96
PROP73754,Chennai,Karnataka,79381507,2601,No,Yes,Fake Documents,For Rent,125,Installments,Real Estate Agency,0,52,No,Pending,No,Not Paid,Mortgaged,32.23822993635122,1,2.1,0.98
PROP73755,Mumbai,Tamil Nadu,99797836,7624,Yes,No,Legitimate,Under Dispute,2858,Cash,Real Estate Agency,2,34,Yes,Pending,Yes,Not Paid,Mortgaged,16.995090035753734,3,4.8,0.12
PROP73756,Pune,Tamil Nadu,88269163,2606,No,Yes,Legitimate,Verified,1253,Loan,Individual,3,35,Yes,Pending,Yes,Not Paid,Mortgaged,3.993244685436842,0,4.5,0.81
PROP73757,Chennai,Tamil Nadu,92075665,1531,No,No,Illegal Construction,For Sale,1658,Loan,Real Estate Agency,0,57,Yes,Pending,No,Pending,Loan Cleared,21.801526124995135,10,1.4,0.32
PROP73758,Kolkata,Tamil Nadu,17528366,7271,No,No,Illegal Construction,Sold,1853,Loan,Broker,2,66,Yes,Rejected,No,Pending,Loan Cleared,-7.330063343296189,8,1.3,0.6
PROP73759,Ahmedabad,Telangana,16367504,9013,Yes,No,Title Fraud,For Sale,382,Installments,Broker,0,25,No,Pending,Yes,Pending,Mortgaged,29.255492795032083,9,4.3,0.93
PROP73760,Hyderabad,West Bengal,76957180,9234,No,Yes,Legitimate,For Sale,2040,Cash,Real Estate Agency,3,79,No,Pending,No,Pending,Loan Cleared,43.3882217506679,1,3.4,0.27
PROP73761,Ahmedabad,Maharashtra,44518509,1761,No,No,Title Fraud,Sold,1899,Cash,Individual,4,58,Yes,Approved,Yes,Paid,Mortgaged,31.99714993205503,7,2.4,0.97
PROP73762,Ahmedabad,Maharashtra,16158734,3400,No,Yes,Illegal Construction,Verified,1495,Loan,Broker,0,71,No,Pending,Yes,Not Paid,Mortgaged,47.94066293430241,5,3.2,0.94
PROP73763,Delhi,Maharashtra,33149723,1769,Yes,No,Overpricing,Verified,1922,Installments,Individual,3,54,No,Approved,No,Not Paid,Mortgaged,-17.63517812436733,6,4.9,0.93
PROP73764,Delhi,West Bengal,19397706,3788,No,No,Duplicate Listing,For Sale,3051,Installments,Broker,1,35,No,Pending,Yes,Pending,Loan Cleared,19.72582414062041,10,4.6,0.57
PROP73765,Hyderabad,Telangana,41559382,1689,Yes,Yes,Fake Documents,For Sale,3047,Loan,Real Estate Agency,1,51,Yes,Rejected,No,Pending,No Loan,15.277001360795275,7,1.4,0.86
PROP73766,Pune,West Bengal,86184285,7310,Yes,No,Fake Documents,For Sale,1876,Cash,Broker,3,40,Yes,Pending,Yes,Paid,Loan Cleared,14.02428154492521,8,1.1,0.83
PROP73767,Hyderabad,West Bengal,70638951,4966,No,Yes,Duplicate Listing,For Rent,2794,Installments,Broker,0,30,Yes,Rejected,Yes,Paid,Mortgaged,22.364100586050483,6,1.5,0.34
PROP73768,Ahmedabad,Gujarat,73397756,3099,Yes,Yes,Overpricing,Under Dispute,225,Installments,Broker,4,35,Yes,Rejected,Yes,Pending,No Loan,25.322778401963966,1,1.9,0.26
PROP73769,Mumbai,Karnataka,47795675,6933,No,Yes,Illegal Construction,Sold,1030,Installments,Individual,1,21,No,Approved,No,Pending,Mortgaged,-18.909780954003573,4,1.3,0.08
PROP73770,Bangalore,Telangana,42031156,3499,No,Yes,Fake Documents,For Rent,1864,Loan,Real Estate Agency,5,31,No,Rejected,Yes,Pending,Loan Cleared,21.464830062337576,4,5.0,0.71
PROP73771,Chennai,Delhi,87843810,7986,No,No,Title Fraud,Verified,1551,Cash,Broker,5,76,No,Rejected,Yes,Paid,No Loan,21.55755704050405,0,1.1,0.14
PROP73772,Ahmedabad,Telangana,1413152,6215,Yes,No,Legitimate,For Sale,2431,Installments,Real Estate Agency,3,77,Yes,Approved,Yes,Paid,No Loan,-18.757191946198823,3,1.5,0.39
PROP73773,Bangalore,Maharashtra,99969904,3237,Yes,No,Legitimate,Sold,926,Loan,Real Estate Agency,3,60,Yes,Pending,No,Not Paid,No Loan,29.39691432044168,7,1.2,0.42
PROP73774,Hyderabad,Karnataka,97974259,1804,No,No,Title Fraud,For Rent,458,Loan,Real Estate Agency,4,61,No,Rejected,Yes,Not Paid,Loan Cleared,9.503534177179581,4,4.4,0.8
PROP73775,Pune,West Bengal,58198016,6627,No,No,Fake Documents,For Rent,3088,Cash,Real Estate Agency,0,70,Yes,Pending,No,Not Paid,Loan Cleared,-4.861784866466097,6,2.7,0.39
PROP73776,Pune,Maharashtra,72536121,5800,Yes,No,Illegal Construction,For Sale,762,Cash,Broker,4,62,No,Rejected,Yes,Paid,Loan Cleared,15.309635356103612,0,4.4,0.66
PROP73777,Mumbai,Delhi,57003385,5939,Yes,Yes,Fake Documents,Under Dispute,240,Loan,Real Estate Agency,3,50,Yes,Approved,Yes,Not Paid,Mortgaged,-2.412212624312069,0,1.9,0.69
PROP73778,Kolkata,Maharashtra,77358213,8993,Yes,No,Legitimate,Sold,2113,Installments,Real Estate Agency,3,2,No,Rejected,No,Not Paid,Loan Cleared,16.24412836098685,3,3.5,0.53
PROP73779,Bangalore,Karnataka,64815450,2749,No,No,Legitimate,Sold,711,Loan,Real Estate Agency,2,0,Yes,Pending,No,Not Paid,Loan Cleared,-11.39229628465555,0,4.7,0.67
PROP73780,Bangalore,Gujarat,91889446,7795,Yes,Yes,Illegal Construction,Under Dispute,1333,Loan,Real Estate Agency,5,48,Yes,Approved,Yes,Paid,Mortgaged,27.39343747084751,4,2.5,0.37
PROP73781,Kolkata,Gujarat,41092096,1958,Yes,No,Title Fraud,Sold,2965,Installments,Broker,0,34,No,Pending,Yes,Pending,No Loan,-3.2285308378949864,4,3.9,0.7
PROP73782,Kolkata,Maharashtra,50814990,4397,No,No,Legitimate,Under Dispute,324,Loan,Broker,3,87,No,Pending,No,Pending,Mortgaged,2.746358689861623,8,4.5,0.17
PROP73783,Chennai,Gujarat,13509216,9607,No,Yes,Overpricing,Verified,562,Cash,Broker,3,92,No,Approved,Yes,Paid,Loan Cleared,-14.93288271753758,10,3.5,0.02
PROP73784,Delhi,Maharashtra,14644378,7218,Yes,No,Overpricing,Under Dispute,1008,Loan,Individual,0,94,No,Rejected,Yes,Paid,No Loan,18.912298135121624,5,3.9,0.17
PROP73785,Delhi,Tamil Nadu,27197654,2458,Yes,No,Duplicate Listing,For Rent,3000,Loan,Individual,2,42,No,Pending,No,Not Paid,Mortgaged,27.124839971069022,8,3.3,0.14
PROP73786,Kolkata,Maharashtra,73351043,6980,No,No,Overpricing,Sold,718,Installments,Broker,1,58,Yes,Rejected,No,Not Paid,No Loan,-13.888378619159491,4,2.5,0.41
PROP73787,Chennai,Gujarat,66666416,4960,Yes,Yes,Overpricing,Sold,2260,Cash,Real Estate Agency,5,71,Yes,Pending,No,Not Paid,Mortgaged,42.47048775072539,9,1.7,0.54
PROP73788,Kolkata,Maharashtra,11742476,971,Yes,No,Duplicate Listing,For Sale,926,Installments,Real Estate Agency,1,32,Yes,Approved,No,Pending,Loan Cleared,10.284485508814651,0,1.8,0.6
PROP73789,Kolkata,Karnataka,17131385,9956,No,No,Title Fraud,For Sale,230,Loan,Broker,1,6,Yes,Approved,Yes,Pending,Mortgaged,12.412591512820512,1,3.9,0.98
PROP73790,Chennai,Maharashtra,16879010,8065,No,Yes,Fake Documents,For Sale,3454,Loan,Real Estate Agency,2,10,No,Approved,Yes,Not Paid,Mortgaged,24.522378593265074,5,2.7,0.78
PROP73791,Mumbai,Tamil Nadu,82873215,3665,No,Yes,Fake Documents,For Sale,2678,Installments,Broker,0,58,Yes,Pending,Yes,Pending,No Loan,30.44531917517392,5,3.7,0.83
PROP73792,Hyderabad,Gujarat,38976689,4309,No,No,Illegal Construction,Under Dispute,3113,Cash,Individual,5,67,No,Pending,Yes,Pending,Mortgaged,-6.751267124077554,10,2.1,0.23
PROP73793,Pune,Maharashtra,60853983,3241,No,No,Duplicate Listing,For Rent,474,Installments,Individual,1,22,Yes,Rejected,No,Paid,No Loan,-19.65833312413781,0,3.1,0.41
PROP73794,Pune,Maharashtra,33515694,3769,Yes,Yes,Fake Documents,Verified,75,Installments,Broker,0,84,Yes,Pending,No,Not Paid,No Loan,-5.70642706781827,7,2.4,0.55
PROP73795,Ahmedabad,West Bengal,32427371,5888,No,No,Fake Documents,For Sale,3360,Installments,Real Estate Agency,4,35,Yes,Approved,Yes,Not Paid,No Loan,11.391016112094263,5,3.8,0.7
PROP73796,Chennai,Tamil Nadu,77521381,1834,Yes,No,Duplicate Listing,For Sale,2159,Installments,Individual,5,22,No,Rejected,Yes,Not Paid,No Loan,0.9667449084154143,6,4.6,0.36
PROP73797,Delhi,Maharashtra,18577365,7987,No,Yes,Illegal Construction,Under Dispute,361,Loan,Individual,5,29,Yes,Pending,Yes,Paid,Loan Cleared,24.06647134259739,9,2.5,0.6
PROP73798,Delhi,Delhi,48621715,1382,Yes,Yes,Duplicate Listing,For Sale,1147,Loan,Real Estate Agency,4,56,No,Approved,No,Paid,Loan Cleared,32.82918220142349,5,2.7,0.62
PROP73799,Mumbai,Gujarat,79497848,9264,No,Yes,Duplicate Listing,Under Dispute,1041,Cash,Real Estate Agency,4,32,No,Approved,No,Pending,No Loan,20.352217413974337,9,1.4,0.7
PROP73800,Ahmedabad,Telangana,95351174,2971,No,No,Legitimate,Sold,1628,Installments,Real Estate Agency,4,86,No,Approved,No,Paid,Mortgaged,30.451283269530485,0,2.4,0.2
PROP73801,Pune,Maharashtra,72620616,3506,No,Yes,Fake Documents,Verified,1037,Installments,Real Estate Agency,1,35,No,Rejected,Yes,Not Paid,No Loan,8.708531259861022,7,2.1,0.06
PROP73802,Delhi,Delhi,26766833,6582,No,Yes,Legitimate,For Sale,2832,Cash,Individual,2,10,Yes,Pending,No,Pending,No Loan,13.555888164269312,5,1.9,0.67
PROP73803,Pune,Telangana,67681607,3853,Yes,Yes,Overpricing,Sold,1261,Loan,Individual,4,72,No,Rejected,Yes,Not Paid,Loan Cleared,2.541307771979511,3,1.3,0.36
PROP73804,Chennai,West Bengal,22731948,6797,Yes,Yes,Title Fraud,Verified,1151,Installments,Individual,3,62,Yes,Pending,No,Not Paid,No Loan,15.585992225245988,7,2.4,0.88
PROP73805,Mumbai,West Bengal,16040193,8651,No,Yes,Fake Documents,Under Dispute,1780,Cash,Real Estate Agency,1,44,Yes,Approved,Yes,Paid,Mortgaged,-13.245007320119164,9,1.4,0.49
PROP73806,Bangalore,Delhi,38678779,5539,Yes,Yes,Title Fraud,Sold,2838,Cash,Individual,1,68,Yes,Approved,No,Paid,Mortgaged,3.946588976102337,4,4.0,0.28
PROP73807,Bangalore,Karnataka,1659492,1468,Yes,No,Legitimate,For Sale,2184,Cash,Broker,0,71,Yes,Approved,No,Pending,Mortgaged,31.879413902759516,2,1.2,0.98
PROP73808,Mumbai,Maharashtra,50626644,4638,No,No,Legitimate,For Sale,2483,Cash,Individual,5,63,Yes,Approved,No,Paid,No Loan,12.792668237196551,10,2.7,0.06
PROP73809,Ahmedabad,Delhi,11022403,1096,Yes,No,Overpricing,Under Dispute,899,Cash,Real Estate Agency,3,29,No,Pending,No,Paid,No Loan,-15.051171903087688,10,4.5,0.21
PROP73810,Mumbai,West Bengal,84525656,7411,Yes,No,Legitimate,Under Dispute,1387,Loan,Individual,5,31,No,Approved,Yes,Pending,Loan Cleared,-8.154875365968055,5,3.2,0.5
PROP73811,Mumbai,Maharashtra,44693462,2298,Yes,No,Overpricing,Sold,3015,Installments,Broker,3,77,No,Approved,Yes,Paid,No Loan,30.743779610076004,6,1.6,0.11
PROP73812,Hyderabad,Maharashtra,3317431,8759,No,No,Overpricing,Under Dispute,210,Installments,Individual,0,82,No,Pending,No,Not Paid,Loan Cleared,16.646377207385406,9,2.1,0.29
PROP73813,Mumbai,Tamil Nadu,22297545,1791,Yes,No,Fake Documents,Verified,3445,Cash,Real Estate Agency,1,73,No,Pending,No,Paid,No Loan,42.470520042986166,9,2.2,0.89
PROP73814,Delhi,Delhi,93459969,7581,Yes,Yes,Fake Documents,For Sale,1922,Loan,Broker,4,93,Yes,Pending,Yes,Paid,No Loan,15.725863032795772,2,3.1,0.74
PROP73815,Pune,Tamil Nadu,92719211,7904,Yes,Yes,Overpricing,For Rent,3335,Loan,Individual,1,47,Yes,Approved,No,Not Paid,Loan Cleared,-7.515652232287733,1,4.7,0.62
PROP73816,Mumbai,Maharashtra,52467531,4293,Yes,Yes,Overpricing,Under Dispute,2101,Loan,Real Estate Agency,4,30,Yes,Rejected,No,Pending,No Loan,24.185742257135097,8,2.7,0.86
PROP73817,Chennai,West Bengal,63718681,4187,Yes,Yes,Legitimate,For Sale,1755,Loan,Individual,0,72,No,Pending,No,Pending,No Loan,44.447850795675706,3,2.0,0.0
PROP73818,Chennai,West Bengal,94293931,7389,Yes,Yes,Duplicate Listing,Verified,2177,Installments,Broker,4,41,Yes,Rejected,No,Pending,No Loan,-3.4152945975208766,10,5.0,0.89
PROP73819,Ahmedabad,Maharashtra,10804474,5815,Yes,Yes,Duplicate Listing,For Rent,570,Loan,Real Estate Agency,4,36,Yes,Approved,No,Pending,Mortgaged,-4.142439399753409,5,4.1,0.51
PROP73820,Pune,Maharashtra,74294052,7055,Yes,No,Illegal Construction,Verified,1571,Installments,Individual,4,73,Yes,Pending,No,Not Paid,Mortgaged,9.803790499838364,7,2.2,0.57
PROP73821,Kolkata,Telangana,44699078,3805,No,Yes,Fake Documents,For Sale,1730,Loan,Real Estate Agency,3,66,Yes,Approved,No,Paid,Loan Cleared,33.1861992793643,10,2.3,0.13
PROP73822,Ahmedabad,Gujarat,86917229,8593,Yes,Yes,Fake Documents,Verified,90,Loan,Individual,0,13,No,Rejected,No,Pending,Loan Cleared,7.024365543256671,5,2.9,0.0
PROP73823,Ahmedabad,Telangana,69058061,6701,Yes,No,Fake Documents,For Sale,2589,Installments,Real Estate Agency,0,70,No,Pending,Yes,Pending,Mortgaged,11.982432507256686,5,2.4,0.81
PROP73824,Pune,West Bengal,83034402,2799,Yes,Yes,Legitimate,For Rent,429,Cash,Individual,2,44,No,Pending,No,Paid,Mortgaged,-4.921102406378784,5,4.3,0.82
PROP73825,Bangalore,Tamil Nadu,90848394,5488,No,Yes,Fake Documents,For Sale,3085,Cash,Individual,0,93,No,Rejected,Yes,Pending,Loan Cleared,-11.819174781447307,9,4.2,0.82
PROP73826,Mumbai,Karnataka,57004482,3158,Yes,No,Illegal Construction,Verified,3348,Cash,Broker,3,14,Yes,Rejected,No,Paid,Loan Cleared,9.324366473131743,10,4.3,0.13
PROP73827,Bangalore,Delhi,93592842,6849,No,No,Fake Documents,Under Dispute,2086,Loan,Individual,5,3,No,Rejected,No,Pending,Mortgaged,-10.825338218993663,0,4.3,0.95
PROP73828,Mumbai,Karnataka,48667204,3601,Yes,No,Title Fraud,For Rent,2447,Cash,Broker,3,56,Yes,Approved,No,Not Paid,Loan Cleared,-4.610161159152854,8,3.5,0.56
PROP73829,Kolkata,Tamil Nadu,67422485,6431,Yes,Yes,Fake Documents,Under Dispute,1748,Installments,Individual,5,11,No,Rejected,Yes,Pending,No Loan,33.341155791348356,3,4.4,0.65
PROP73830,Bangalore,Telangana,23152022,6193,Yes,Yes,Illegal Construction,Under Dispute,1606,Loan,Broker,0,88,Yes,Pending,Yes,Pending,Mortgaged,-9.021289955743764,10,4.9,0.28
